gvkey,datadate,tic,gsector,adj_close_q,revenue,net_income,total_assets,total_liabilities,equity,roe,net_income_ratio,pe,pb,debt_to_equity,eps,dps
AAPL,2023-08-28,AAPL,Technology,178.10269165039062,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-08-29,AAPL,Technology,181.98716735839844,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-08-30,AAPL,Technology,185.47628784179688,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-08-31,AAPL,Technology,185.6937255859375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-01,AAPL,Technology,187.2653350830078,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-05,AAPL,Technology,187.50254821777344,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-06,AAPL,Technology,180.7912139892578,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-07,AAPL,Technology,175.503173828125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-08,AAPL,Technology,176.11598205566406,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-11,AAPL,Technology,177.28231811523438,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-12,AAPL,Technology,174.25778198242188,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-13,AAPL,Technology,172.19195556640625,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-14,AAPL,Technology,173.70425415039062,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-15,AAPL,Technology,172.98268127441406,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-18,AAPL,Technology,175.90841674804688,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-19,AAPL,Technology,176.99571228027344,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-20,AAPL,Technology,173.45716857910156,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-21,AAPL,Technology,171.91519165039062,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-22,AAPL,Technology,172.76524353027344,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-25,AAPL,Technology,174.040283203125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-26,AAPL,Technology,169.96804809570312,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-27,AAPL,Technology,168.45574951171875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-28,AAPL,Technology,168.7127685546875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-09-29,AAPL,Technology,169.2267303466797,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-02,AAPL,Technology,171.73728942871094,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-03,AAPL,Technology,170.40293884277344,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-04,AAPL,Technology,171.64834594726562,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-05,AAPL,Technology,172.8838348388672,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-06,AAPL,Technology,175.43397521972656,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-09,AAPL,Technology,176.91659545898438,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-10,AAPL,Technology,176.3235626220703,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-11,AAPL,Technology,177.71722412109375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-12,AAPL,Technology,178.61666870117188,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-13,AAPL,Technology,176.77822875976562,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-16,AAPL,Technology,176.6497344970703,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-17,AAPL,Technology,175.09793090820312,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-18,AAPL,Technology,173.8031005859375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-19,AAPL,Technology,173.42750549316406,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-20,AAPL,Technology,170.87741088867188,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-23,AAPL,Technology,170.9960174560547,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-24,AAPL,Technology,171.43089294433594,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-25,AAPL,Technology,169.1179962158203,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-26,AAPL,Technology,164.95675659179688,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-27,AAPL,Technology,166.2713623046875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-30,AAPL,Technology,168.31735229492188,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-10-31,AAPL,Technology,168.7918243408203,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-01,AAPL,Technology,171.95477294921875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-02,AAPL,Technology,175.51304626464844,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-03,AAPL,Technology,174.60369873046875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-06,AAPL,Technology,177.15382385253906,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-07,AAPL,Technology,179.71380615234375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-08,AAPL,Technology,180.7714385986328,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-09,AAPL,Technology,180.2969970703125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-10,AAPL,Technology,184.48348999023438,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-13,AAPL,Technology,182.8999481201172,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-14,AAPL,Technology,185.5128173828125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-15,AAPL,Technology,186.07691955566406,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-16,AAPL,Technology,187.7594757080078,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-17,AAPL,Technology,187.73965454101562,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-20,AAPL,Technology,189.4815673828125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-21,AAPL,Technology,188.67990112304688,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-22,AAPL,Technology,189.34300231933594,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-24,AAPL,Technology,188.0167694091797,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-27,AAPL,Technology,187.838623046875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-28,AAPL,Technology,188.4423370361328,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-29,AAPL,Technology,187.42295837402344,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-11-30,AAPL,Technology,187.9969940185547,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-01,AAPL,Technology,189.2737274169922,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-04,AAPL,Technology,187.48231506347656,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-05,AAPL,Technology,191.4313201904297,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-06,AAPL,Technology,190.34263610839844,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-07,AAPL,Technology,192.2725830078125,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-08,AAPL,Technology,193.6977996826172,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-11,AAPL,Technology,191.19378662109375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-12,AAPL,Technology,192.7080535888672,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-13,AAPL,Technology,195.9246368408203,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-14,AAPL,Technology,196.07308959960938,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-15,AAPL,Technology,195.5386505126953,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-18,AAPL,Technology,193.87591552734375,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-19,AAPL,Technology,194.91513061523438,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-20,AAPL,Technology,192.82681274414062,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-21,AAPL,Technology,192.67835998535156,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-22,AAPL,Technology,191.60948181152344,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-26,AAPL,Technology,191.06512451171875,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-27,AAPL,Technology,191.16407775878906,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-28,AAPL,Technology,191.5896759033203,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
AAPL,2023-12-29,AAPL,Technology,190.5504608154297,29.305,,,,5.998,1.5202099,,31.660759,41.700565,102.63,7.9,1.04
GOOGL,2020-01-02,GOOGL,Communication Services,67.87303161621094,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-03,GOOGL,Communication Services,67.51795196533203,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-06,GOOGL,Communication Services,69.31759643554688,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-07,GOOGL,Communication Services,69.18367767333984,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-08,GOOGL,Communication Services,69.6761245727539,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-09,GOOGL,Communication Services,70.40758514404297,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-10,GOOGL,Communication Services,70.86231994628906,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-13,GOOGL,Communication Services,71.41128540039062,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-14,GOOGL,Communication Services,70.94316101074219,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-15,GOOGL,Communication Services,71.3701400756836,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-16,GOOGL,Communication Services,71.91364288330078,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-17,GOOGL,Communication Services,73.36959838867188,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-21,GOOGL,Communication Services,73.50498962402344,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-22,GOOGL,Communication Services,73.58531188964844,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-23,GOOGL,Communication Services,73.6259765625,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-24,GOOGL,Communication Services,72.70757293701172,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-27,GOOGL,Communication Services,70.99968719482422,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-28,GOOGL,Communication Services,71.93049621582031,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-29,GOOGL,Communication Services,72.23795318603516,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-30,GOOGL,Communication Services,72.116455078125,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-01-31,GOOGL,Communication Services,71.05175018310547,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-03,GOOGL,Communication Services,73.5223388671875,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-04,GOOGL,Communication Services,71.67808532714844,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-05,GOOGL,Communication Services,71.7098159790039,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-06,GOOGL,Communication Services,73.19355010986328,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-07,GOOGL,Communication Services,73.3492660522461,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-10,GOOGL,Communication Services,74.81465148925781,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-11,GOOGL,Communication Services,74.88408660888672,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-12,GOOGL,Communication Services,75.30908203125,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-13,GOOGL,Communication Services,75.04922485351562,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-14,GOOGL,Communication Services,75.31403350830078,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-18,GOOGL,Communication Services,75.3492431640625,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-19,GOOGL,Communication Services,75.61851501464844,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-20,GOOGL,Communication Services,75.22774505615234,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-21,GOOGL,Communication Services,73.56498718261719,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-24,GOOGL,Communication Services,70.41105651855469,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-25,GOOGL,Communication Services,68.74779510498047,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-26,GOOGL,Communication Services,68.9535903930664,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-27,GOOGL,Communication Services,65.20854949951172,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-02-28,GOOGL,Communication Services,66.4135971069336,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-02,GOOGL,Communication Services,68.74779510498047,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-03,GOOGL,Communication Services,66.33772277832031,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-04,GOOGL,Communication Services,68.51374053955078,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-05,GOOGL,Communication Services,65.19913482666016,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-06,GOOGL,Communication Services,64.25592803955078,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-09,GOOGL,Communication Services,60.291194915771484,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-10,GOOGL,Communication Services,63.23585510253906,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-11,GOOGL,Communication Services,60.04869842529297,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-12,GOOGL,Communication Services,55.121917724609375,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-13,GOOGL,Communication Services,60.2158203125,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-16,GOOGL,Communication Services,53.2102165222168,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-17,GOOGL,Communication Services,55.44475173950195,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-18,GOOGL,Communication Services,54.11226272583008,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-19,GOOGL,Communication Services,55.12786865234375,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-20,GOOGL,Communication Services,52.97268295288086,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-23,GOOGL,Communication Services,52.274452209472656,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-24,GOOGL,Communication Services,56.037357330322266,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-25,GOOGL,Communication Services,54.62948989868164,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-26,GOOGL,Communication Services,57.66936111450195,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-27,GOOGL,Communication Services,55.057945251464844,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-30,GOOGL,Communication Services,56.84567642211914,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-03-31,GOOGL,Communication Services,57.62126159667969,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-01,GOOGL,Communication Services,54.65328598022461,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-02,GOOGL,Communication Services,55.39366912841797,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-03,GOOGL,Communication Services,54.187137603759766,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-06,GOOGL,Communication Services,58.67455291748047,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-07,GOOGL,Communication Services,58.643314361572266,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-08,GOOGL,Communication Services,59.85529708862305,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-09,GOOGL,Communication Services,59.83397674560547,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-13,GOOGL,Communication Services,60.02439498901367,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-14,GOOGL,Communication Services,62.74292755126953,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-15,GOOGL,Communication Services,62.34968948364258,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-16,GOOGL,Communication Services,62.35612869262695,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-17,GOOGL,Communication Services,63.425785064697266,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-20,GOOGL,Communication Services,62.54060363769531,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-21,GOOGL,Communication Services,60.111183166503906,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-22,GOOGL,Communication Services,62.40472412109375,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-23,GOOGL,Communication Services,63.03749465942383,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-24,GOOGL,Communication Services,63.30677032470703,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-27,GOOGL,Communication Services,63.02212142944336,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-28,GOOGL,Communication Services,61.124305725097656,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-29,GOOGL,Communication Services,66.55889129638672,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-04-30,GOOGL,Communication Services,66.78304290771484,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-01,GOOGL,Communication Services,65.3260726928711,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-04,GOOGL,Communication Services,65.60279846191406,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-05,GOOGL,Communication Services,66.89808654785156,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-06,GOOGL,Communication Services,66.72005462646484,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-07,GOOGL,Communication Services,67.90278625488281,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-08,GOOGL,Communication Services,68.64961242675781,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-11,GOOGL,Communication Services,69.60421752929688,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-12,GOOGL,Communication Services,68.19537353515625,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-13,GOOGL,Communication Services,66.86387634277344,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-14,GOOGL,Communication Services,67.28687286376953,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-15,GOOGL,Communication Services,68.0902328491211,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-18,GOOGL,Communication Services,68.69127655029297,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-19,GOOGL,Communication Services,68.15668487548828,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-20,GOOGL,Communication Services,69.88043212890625,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-21,GOOGL,Communication Services,69.76092529296875,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-22,GOOGL,Communication Services,70.082763671875,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-26,GOOGL,Communication Services,70.48593139648438,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-27,GOOGL,Communication Services,70.431884765625,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-28,GOOGL,Communication Services,70.33071899414062,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-05-29,GOOGL,Communication Services,71.08845520019531,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-06-01,GOOGL,Communication Services,71.15540313720703,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-06-02,GOOGL,Communication Services,71.52436065673828,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-06-03,GOOGL,Communication Services,71.37260437011719,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-06-04,GOOGL,Communication Services,70.13533782958984,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
GOOGL,2020-06-05,GOOGL,Communication Services,71.41078186035156,33.248,,,,34.353,0.35705003,,27.937155,8.799232,16.133,10.82,0.84
